"source","image_relpath","filename","emotion_label","emotion_name"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/04095.png","04095.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/49404.png","49404.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/47987.png","47987.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/20082.png","20082.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/30701.png","30701.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/63867.png","63867.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/55033.png","55033.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/50235.png","50235.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/03468.png","03468.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/42300.png","42300.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/27921.png","27921.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/10010.png","10010.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/34182.png","34182.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/64475.png","64475.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/55075.png","55075.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/28679.png","28679.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/60850.png","60850.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/13144.png","13144.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/14748.png","14748.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/18275.png","18275.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/69515.png","69515.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/08948.png","08948.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/28345.png","28345.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/56540.png","56540.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/55367.png","55367.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/58041.png","58041.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/07521.png","07521.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/13539.png","13539.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/06643.png","06643.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/16099.png","16099.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/55031.png","55031.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/29748.png","29748.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/55392.png","55392.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/26300.png","26300.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/20687.png","20687.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/11869.png","11869.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/65022.png","65022.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/02882.png","02882.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/08091.png","08091.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/65257.png","65257.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/26465.png","26465.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/04736.png","04736.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/68994.png","68994.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/00790.png","00790.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/02591.png","02591.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/47147.png","47147.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/6/65951.png","65951.png","6","Sadness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/0/38806.png","38806.png","0","Anger"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/28030.png","28030.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/52354.png","52354.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/44861.png","44861.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/10582.png","10582.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/38860.png","38860.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/38302.png","38302.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/05658.png","05658.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/13558.png","13558.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/23369.png","23369.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/30927.png","30927.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/37366.png","37366.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/29182.png","29182.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/19346.png","19346.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/14152.png","14152.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/14404.png","14404.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/6/26332.png","26332.png","6","Sadness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/31959.png","31959.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/59188.png","59188.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/07205.png","07205.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/58759.png","58759.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/61115.png","61115.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/41037.png","41037.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/04307.png","04307.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/7/34150.png","34150.png","7","Surprise"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/18379.png","18379.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/04616.png","04616.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/55559.png","55559.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/20422.png","20422.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/34646.png","34646.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/03127.png","03127.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/24666.png","24666.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/19573.png","19573.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/53320.png","53320.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/04827.png","04827.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/13219.png","13219.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/02111.png","02111.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/04795.png","04795.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/57314.png","57314.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/09084.png","09084.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/04799.png","04799.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/41076.png","41076.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/32364.png","32364.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/41961.png","41961.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/19725.png","19725.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/59696.png","59696.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/32302.png","32302.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/15091.png","15091.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/14856.png","14856.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/29844.png","29844.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/57303.png","57303.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/20969.png","20969.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/43209.png","43209.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/43571.png","43571.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/40077.png","40077.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/51783.png","51783.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/23687.png","23687.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/28149.png","28149.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/35613.png","35613.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/68059.png","68059.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/43918.png","43918.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/47787.png","47787.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/02292.png","02292.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/15969.png","15969.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/06650.png","06650.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/15264.png","15264.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/50087.png","50087.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/57865.png","57865.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/65453.png","65453.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/02537.png","02537.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/23820.png","23820.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/44738.png","44738.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/06217.png","06217.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/34725.png","34725.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/46214.png","46214.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/62845.png","62845.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/36386.png","36386.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/36624.png","36624.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/03237.png","03237.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/58997.png","58997.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/40020.png","40020.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/35445.png","35445.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/17110.png","17110.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/35870.png","35870.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/04073.png","04073.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/51751.png","51751.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/04559.png","04559.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/15038.png","15038.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/53907.png","53907.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/60557.png","60557.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/59672.png","59672.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/03120.png","03120.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/47976.png","47976.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/21058.png","21058.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/63150.png","63150.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/28646.png","28646.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/61949.png","61949.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/35403.png","35403.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/30847.png","30847.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/61983.png","61983.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/37341.png","37341.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/45633.png","45633.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/53089.png","53089.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/48576.png","48576.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/66869.png","66869.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/40961.png","40961.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/34280.png","34280.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/36540.png","36540.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/40154.png","40154.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/42403.png","42403.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/42957.png","42957.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/31661.png","31661.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/31928.png","31928.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/10530.png","10530.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/60826.png","60826.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/67999.png","67999.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/12865.png","12865.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/42034.png","42034.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/43526.png","43526.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/22895.png","22895.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/0/01163.png","01163.png","0","Anger"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/68747.png","68747.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/18621.png","18621.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/49278.png","49278.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/63321.png","63321.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/52390.png","52390.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/63325.png","63325.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/37664.png","37664.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/52998.png","52998.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/05661.png","05661.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/15904.png","15904.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/56478.png","56478.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/38039.png","38039.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/52001.png","52001.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/6/37039.png","37039.png","6","Sadness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/53713.png","53713.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/12598.png","12598.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/27343.png","27343.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/38337.png","38337.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/56275.png","56275.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/7/45036.png","45036.png","7","Surprise"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/35010.png","35010.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/60842.png","60842.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/68096.png","68096.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/35059.png","35059.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/52974.png","52974.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/30203.png","30203.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/16412.png","16412.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/18185.png","18185.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/33719.png","33719.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/23922.png","23922.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/46068.png","46068.png","5","Neutral"
